Image Index,Read Time (ms),File Size (KB),Image Path
35,3.570556640625,15,/mnt/beegfs/imagenet2012/image/n02085620_1617.JPEG
36,4.820346832275391,25,/mnt/beegfs/imagenet2012/image/n02085620_1620.JPEG
37,5.624055862426758,33,/mnt/beegfs/imagenet2012/image/n02085620_1765.JPEG
38,4.64940071105957,28,/mnt/beegfs/imagenet2012/image/n02085620_1816.JPEG
39,4.511117935180664,32,/mnt/beegfs/imagenet2012/image/n02085620_1862.JPEG
40,5.501747131347656,47,/mnt/beegfs/imagenet2012/image/n02085620_1916.JPEG
41,4.012823104858398,20,/mnt/beegfs/imagenet2012/image/n02085620_199.JPEG
42,4.838228225708008,43,/mnt/beegfs/imagenet2012/image/n02085620_2053.JPEG
43,4.45103645324707,21,/mnt/beegfs/imagenet2012/image/n02085620_2188.JPEG
44,4.3621063232421875,20,/mnt/beegfs/imagenet2012/image/n02085620_2204.JPEG
45,5.30552864074707,60,/mnt/beegfs/imagenet2012/image/n02085620_2208.JPEG
46,5.00178337097168,50,/mnt/beegfs/imagenet2012/image/n02085620_242.JPEG
47,3.910064697265625,30,/mnt/beegfs/imagenet2012/image/n02085620_2479.JPEG
48,4.975795745849609,50,/mnt/beegfs/imagenet2012/image/n02085620_2507.JPEG
49,4.347562789916992,19,/mnt/beegfs/imagenet2012/image/n02085620_2517.JPEG
50,4.760503768920898,35,/mnt/beegfs/imagenet2012/image/n02085620_2590.JPEG
51,4.749298095703125,26,/mnt/beegfs/imagenet2012/image/n02085620_2614.JPEG
52,4.379987716674805,26,/mnt/beegfs/imagenet2012/image/n02085620_2650.JPEG
53,5.583763122558594,53,/mnt/beegfs/imagenet2012/image/n02085620_2693.JPEG
54,3.500699996948242,14,/mnt/beegfs/imagenet2012/image/n02085620_2706.JPEG
55,4.988908767700195,57,/mnt/beegfs/imagenet2012/image/n02085620_275.JPEG
56,3.690481185913086,16,/mnt/beegfs/imagenet2012/image/n02085620_2793.JPEG
57,5.647420883178711,33,/mnt/beegfs/imagenet2012/image/n02085620_2815.JPEG
58,4.263877868652344,15,/mnt/beegfs/imagenet2012/image/n02085620_2887.JPEG
59,4.260063171386719,20,/mnt/beegfs/imagenet2012/image/n02085620_2903.JPEG
60,3.2205581665039062,8,/mnt/beegfs/imagenet2012/image/n02085620_2921.JPEG
61,3.6513805389404297,13,/mnt/beegfs/imagenet2012/image/n02085620_2937.JPEG
62,4.975080490112305,11,/mnt/beegfs/imagenet2012/image/n02085620_2973.JPEG
63,7.849693298339844,39,/mnt/beegfs/imagenet2012/image/n02085620_2981.JPEG
64,4.810094833374023,35,/mnt/beegfs/imagenet2012/image/n02085620_3006.JPEG
65,4.635334014892578,29,/mnt/beegfs/imagenet2012/image/n02085620_3033.JPEG
66,5.319833755493164,54,/mnt/beegfs/imagenet2012/image/n02085620_3045.JPEG
67,4.819393157958984,38,/mnt/beegfs/imagenet2012/image/n02085620_3093.JPEG
68,4.30750846862793,26,/mnt/beegfs/imagenet2012/image/n02085620_3110.JPEG
69,4.886865615844727,54,/mnt/beegfs/imagenet2012/image/n02085620_3208.JPEG
70,4.364013671875,25,/mnt/beegfs/imagenet2012/image/n02085620_326.JPEG
71,4.898548126220703,36,/mnt/beegfs/imagenet2012/image/n02085620_3402.JPEG
72,4.598140716552734,28,/mnt/beegfs/imagenet2012/image/n02085620_3407.JPEG
73,3.865480422973633,14,/mnt/beegfs/imagenet2012/image/n02085620_3409.JPEG
74,2.911806106567383,16,/mnt/beegfs/imagenet2012/image/n02085620_3423.JPEG
75,3.180265426635742,15,/mnt/beegfs/imagenet2012/image/n02085620_3485.JPEG
76,4.717826843261719,31,/mnt/beegfs/imagenet2012/image/n02085620_3488.JPEG
77,2.846240997314453,11,/mnt/beegfs/imagenet2012/image/n02085620_3593.JPEG
78,4.633903503417969,31,/mnt/beegfs/imagenet2012/image/n02085620_3651.JPEG
79,4.459142684936523,37,/mnt/beegfs/imagenet2012/image/n02085620_3677.JPEG
80,4.578113555908203,18,/mnt/beegfs/imagenet2012/image/n02085620_3681.JPEG
81,3.934621810913086,19,/mnt/beegfs/imagenet2012/image/n02085620_368.JPEG
82,4.929304122924805,35,/mnt/beegfs/imagenet2012/image/n02085620_3742.JPEG
83,2.5959014892578125,10,/mnt/beegfs/imagenet2012/image/n02085620_3763.JPEG
84,3.814697265625,17,/mnt/beegfs/imagenet2012/image/n02085620_3826.JPEG
85,4.308938980102539,27,/mnt/beegfs/imagenet2012/image/n02085620_382.JPEG
86,4.355669021606445,35,/mnt/beegfs/imagenet2012/image/n02085620_3838.JPEG
87,3.941774368286133,27,/mnt/beegfs/imagenet2012/image/n02085620_3875.JPEG
88,3.897428512573242,20,/mnt/beegfs/imagenet2012/image/n02085620_3877.JPEG
89,4.183769226074219,32,/mnt/beegfs/imagenet2012/image/n02085620_3880.JPEG
90,4.682064056396484,53,/mnt/beegfs/imagenet2012/image/n02085620_3928.JPEG
91,5.006313323974609,50,/mnt/beegfs/imagenet2012/image/n02085620_3942.JPEG
92,4.10771369934082,28,/mnt/beegfs/imagenet2012/image/n02085620_3975.JPEG
93,5.683183670043945,55,/mnt/beegfs/imagenet2012/image/n02085620_4016.JPEG
94,3.8955211639404297,23,/mnt/beegfs/imagenet2012/image/n02085620_4159.JPEG
95,3.9184093475341797,26,/mnt/beegfs/imagenet2012/image/n02085620_4207.JPEG
96,4.432916641235352,41,/mnt/beegfs/imagenet2012/image/n02085620_4266.JPEG
97,3.9780139923095703,28,/mnt/beegfs/imagenet2012/image/n02085620_4290.JPEG
98,4.244804382324219,38,/mnt/beegfs/imagenet2012/image/n02085620_431.JPEG
99,3.690958023071289,11,/mnt/beegfs/imagenet2012/image/n02085620_4441.JPEG
100,4.983186721801758,69,/mnt/beegfs/imagenet2012/image/n02085620_4515.JPEG
101,3.9522647857666016,23,/mnt/beegfs/imagenet2012/image/n02085620_4572.JPEG
102,90.30008316040039,1098,/mnt/beegfs/imagenet2012/image/n02085620_4602.JPEG
103,4.219532012939453,19,/mnt/beegfs/imagenet2012/image/n02085620_4673.JPEG
104,4.469394683837891,40,/mnt/beegfs/imagenet2012/image/n02085620_4700.JPEG
105,4.082679748535156,23,/mnt/beegfs/imagenet2012/image/n02085620_473.JPEG
106,4.061460494995117,30,/mnt/beegfs/imagenet2012/image/n02085620_477.JPEG
107,2.938985824584961,12,/mnt/beegfs/imagenet2012/image/n02085620_4814.JPEG
108,4.588842391967773,33,/mnt/beegfs/imagenet2012/image/n02085620_4875.JPEG
109,2.8009414672851562,11,/mnt/beegfs/imagenet2012/image/n02085620_4919.JPEG
110,4.502534866333008,38,/mnt/beegfs/imagenet2012/image/n02085620_4951.JPEG
111,4.12297248840332,29,/mnt/beegfs/imagenet2012/image/n02085620_4980.JPEG
112,4.532337188720703,42,/mnt/beegfs/imagenet2012/image/n02085620_4998.JPEG
113,4.3697357177734375,35,/mnt/beegfs/imagenet2012/image/n02085620_500.JPEG
114,3.750324249267578,31,/mnt/beegfs/imagenet2012/image/n02085620_5093.JPEG
115,4.019975662231445,27,/mnt/beegfs/imagenet2012/image/n02085620_5312.JPEG
116,3.6954879760742188,15,/mnt/beegfs/imagenet2012/image/n02085620_5496.JPEG
117,4.604578018188477,49,/mnt/beegfs/imagenet2012/image/n02085620_5661.JPEG
118,4.479169845581055,33,/mnt/beegfs/imagenet2012/image/n02085620_5713.JPEG
119,4.213094711303711,25,/mnt/beegfs/imagenet2012/image/n02085620_574.JPEG
120,4.474401473999023,43,/mnt/beegfs/imagenet2012/image/n02085620_575.JPEG
121,3.926992416381836,32,/mnt/beegfs/imagenet2012/image/n02085620_5771.JPEG
122,4.043102264404297,25,/mnt/beegfs/imagenet2012/image/n02085620_588.JPEG
123,3.3304691314697266,13,/mnt/beegfs/imagenet2012/image/n02085620_5927.JPEG
124,4.080772399902344,24,/mnt/beegfs/imagenet2012/image/n02085620_6295.JPEG
125,3.3462047576904297,18,/mnt/beegfs/imagenet2012/image/n02085620_6399.JPEG
126,4.720926284790039,29,/mnt/beegfs/imagenet2012/image/n02085620_6931.JPEG
127,4.454135894775391,19,/mnt/beegfs/imagenet2012/image/n02085620_712.JPEG
128,2.7506351470947266,10,/mnt/beegfs/imagenet2012/image/n02085620_7292.JPEG
129,4.171609878540039,31,/mnt/beegfs/imagenet2012/image/n02085620_730.JPEG
130,2.943754196166992,20,/mnt/beegfs/imagenet2012/image/n02085620_735.JPEG
131,4.420042037963867,30,/mnt/beegfs/imagenet2012/image/n02085620_7436.JPEG
132,4.29224967956543,36,/mnt/beegfs/imagenet2012/image/n02085620_7440.JPEG
133,4.447221755981445,33,/mnt/beegfs/imagenet2012/image/n02085620_7613.JPEG
134,4.066944122314453,23,/mnt/beegfs/imagenet2012/image/n02085620_7700.JPEG
135,4.46772575378418,39,/mnt/beegfs/imagenet2012/image/n02085620_7738.JPEG
136,2.9075145721435547,8,/mnt/beegfs/imagenet2012/image/n02085620_7.JPEG
137,8.690595626831055,111,/mnt/beegfs/imagenet2012/image/n02085620_806.JPEG
138,4.207611083984375,39,/mnt/beegfs/imagenet2012/image/n02085620_8420.JPEG
139,4.162073135375977,38,/mnt/beegfs/imagenet2012/image/n02085620_8491.JPEG
140,2.8085708618164062,11,/mnt/beegfs/imagenet2012/image/n02085620_8558.JPEG
141,4.385232925415039,34,/mnt/beegfs/imagenet2012/image/n02085620_8578.JPEG
142,4.617452621459961,39,/mnt/beegfs/imagenet2012/image/n02085620_8585.JPEG
143,3.5829544067382812,24,/mnt/beegfs/imagenet2012/image/n02085620_8611.JPEG
144,4.210233688354492,30,/mnt/beegfs/imagenet2012/image/n02085620_8636.JPEG
145,4.487752914428711,43,/mnt/beegfs/imagenet2012/image/n02085620_8637.JPEG
146,4.0416717529296875,19,/mnt/beegfs/imagenet2012/image/n02085620_9351.JPEG
147,4.023551940917969,24,/mnt/beegfs/imagenet2012/image/n02085620_9357.JPEG
148,4.372358322143555,36,/mnt/beegfs/imagenet2012/image/n02085620_9399.JPEG
149,4.898309707641602,60,/mnt/beegfs/imagenet2012/image/n02085620_9414.JPEG
150,3.6592483520507812,18,/mnt/beegfs/imagenet2012/image/n02085620_949.JPEG
151,4.134654998779297,22,/mnt/beegfs/imagenet2012/image/n02085620_952.JPEG
152,4.729986190795898,46,/mnt/beegfs/imagenet2012/image/n02085620_9654.JPEG
153,4.263401031494141,24,/mnt/beegfs/imagenet2012/image/n02085782_1039.JPEG
154,2.713918685913086,9,/mnt/beegfs/imagenet2012/image/n02085782_1058.JPEG
155,4.5604705810546875,30,/mnt/beegfs/imagenet2012/image/n02085782_1059.JPEG
156,4.295587539672852,42,/mnt/beegfs/imagenet2012/image/n02085782_1077.JPEG
157,3.0884742736816406,15,/mnt/beegfs/imagenet2012/image/n02085782_1085.JPEG
158,2.740621566772461,10,/mnt/beegfs/imagenet2012/image/n02085782_1143.JPEG
159,6.293296813964844,42,/mnt/beegfs/imagenet2012/image/n02085782_1156.JPEG
160,3.5707950592041016,17,/mnt/beegfs/imagenet2012/image/n02085782_1191.JPEG
161,2.7844905853271484,13,/mnt/beegfs/imagenet2012/image/n02085782_1224.JPEG
162,2.3775100708007812,4,/mnt/beegfs/imagenet2012/image/n02085782_1267.JPEG
163,4.716396331787109,47,/mnt/beegfs/imagenet2012/image/n02085782_126.JPEG
164,6.67262077331543,87,/mnt/beegfs/imagenet2012/image/n02085782_1284.JPEG
165,5.506277084350586,62,/mnt/beegfs/imagenet2012/image/n02085782_1348.JPEG
166,3.1545162200927734,20,/mnt/beegfs/imagenet2012/image/n02085782_1350.JPEG
167,3.1087398529052734,12,/mnt/beegfs/imagenet2012/image/n02085782_1353.JPEG
168,2.7933120727539062,10,/mnt/beegfs/imagenet2012/image/n02085782_1401.JPEG
169,2.5899410247802734,4,/mnt/beegfs/imagenet2012/image/n02085782_1425.JPEG
170,4.05120849609375,26,/mnt/beegfs/imagenet2012/image/n02085782_1434.JPEG
171,3.261089324951172,9,/mnt/beegfs/imagenet2012/image/n02085782_143.JPEG
172,4.568576812744141,23,/mnt/beegfs/imagenet2012/image/n02085782_1460.JPEG
173,3.3075809478759766,7,/mnt/beegfs/imagenet2012/image/n02085782_1503.JPEG
174,3.017425537109375,11,/mnt/beegfs/imagenet2012/image/n02085782_1521.JPEG
175,3.7164688110351562,12,/mnt/beegfs/imagenet2012/image/n02085782_1528.JPEG
176,2.9909610748291016,8,/mnt/beegfs/imagenet2012/image/n02085782_1552.JPEG
177,5.991935729980469,33,/mnt/beegfs/imagenet2012/image/n02085782_1600.JPEG
178,2.931833267211914,7,/mnt/beegfs/imagenet2012/image/n02085782_1610.JPEG
179,7.192850112915039,53,/mnt/beegfs/imagenet2012/image/n02085782_1626.JPEG
180,2.6617050170898438,9,/mnt/beegfs/imagenet2012/image/n02085782_1656.JPEG
181,2.9418468475341797,11,/mnt/beegfs/imagenet2012/image/n02085782_1665.JPEG
182,3.231048583984375,20,/mnt/beegfs/imagenet2012/image/n02085782_1691.JPEG
183,5.0048828125,28,/mnt/beegfs/imagenet2012/image/n02085782_1724.JPEG
184,2.5436878204345703,4,/mnt/beegfs/imagenet2012/image/n02085782_172.JPEG
185,4.973888397216797,34,/mnt/beegfs/imagenet2012/image/n02085782_1731.JPEG
186,4.521608352661133,40,/mnt/beegfs/imagenet2012/image/n02085782_1750.JPEG
187,3.9904117584228516,35,/mnt/beegfs/imagenet2012/image/n02085782_1764.JPEG
188,2.632617950439453,7,/mnt/beegfs/imagenet2012/image/n02085782_1774.JPEG
189,6.729364395141602,82,/mnt/beegfs/imagenet2012/image/n02085782_1778.JPEG
190,3.167390823364258,17,/mnt/beegfs/imagenet2012/image/n02085782_1782.JPEG
191,4.092931747436523,27,/mnt/beegfs/imagenet2012/image/n02085782_17.JPEG
192,7.031917572021484,59,/mnt/beegfs/imagenet2012/image/n02085782_1836.JPEG
193,5.295991897583008,49,/mnt/beegfs/imagenet2012/image/n02085782_1848.JPEG
194,3.7620067596435547,17,/mnt/beegfs/imagenet2012/image/n02085782_1855.JPEG
195,3.3948421478271484,25,/mnt/beegfs/imagenet2012/image/n02085782_186.JPEG
196,2.50244140625,6,/mnt/beegfs/imagenet2012/image/n02085782_1890.JPEG
197,2.8722286224365234,12,/mnt/beegfs/imagenet2012/image/n02085782_191.JPEG
198,3.0486583709716797,11,/mnt/beegfs/imagenet2012/image/n02085782_1929.JPEG
199,3.511190414428711,18,/mnt/beegfs/imagenet2012/image/n02085782_1949.JPEG
200,7.868289947509766,59,/mnt/beegfs/imagenet2012/image/n02085782_1964.JPEG
201,3.0829906463623047,17,/mnt/beegfs/imagenet2012/image/n02085782_2010.JPEG
202,2.6433467864990234,7,/mnt/beegfs/imagenet2012/image/n02085782_2014.JPEG
203,3.8154125213623047,20,/mnt/beegfs/imagenet2012/image/n02085782_2045.JPEG
204,4.112005233764648,30,/mnt/beegfs/imagenet2012/image/n02085782_2074.JPEG
205,3.3795833587646484,14,/mnt/beegfs/imagenet2012/image/n02085782_2100.JPEG
206,3.1867027282714844,16,/mnt/beegfs/imagenet2012/image/n02085782_2118.JPEG
207,4.560947418212891,34,/mnt/beegfs/imagenet2012/image/n02085782_2128.JPEG
208,2.4750232696533203,5,/mnt/beegfs/imagenet2012/image/n02085782_2162.JPEG
209,4.137277603149414,38,/mnt/beegfs/imagenet2012/image/n02085782_2182.JPEG
210,3.6737918853759766,16,/mnt/beegfs/imagenet2012/image/n02085782_2207.JPEG
211,4.246711730957031,31,/mnt/beegfs/imagenet2012/image/n02085782_2241.JPEG
212,6.8302154541015625,49,/mnt/beegfs/imagenet2012/image/n02085782_2250.JPEG
213,3.122568130493164,13,/mnt/beegfs/imagenet2012/image/n02085782_2255.JPEG
214,3.077268600463867,16,/mnt/beegfs/imagenet2012/image/n02085782_2269.JPEG
215,3.038644790649414,12,/mnt/beegfs/imagenet2012/image/n02085782_2279.JPEG
216,2.519845962524414,5,/mnt/beegfs/imagenet2012/image/n02085782_2293.JPEG
217,3.0002593994140625,9,/mnt/beegfs/imagenet2012/image/n02085782_230.JPEG
218,2.746105194091797,6,/mnt/beegfs/imagenet2012/image/n02085782_2323.JPEG
219,6.282567977905273,22,/mnt/beegfs/imagenet2012/image/n02085782_2345.JPEG
220,6.546735763549805,52,/mnt/beegfs/imagenet2012/image/n02085782_2354.JPEG
221,3.5004615783691406,20,/mnt/beegfs/imagenet2012/image/n02085782_23.JPEG
222,6.874322891235352,59,/mnt/beegfs/imagenet2012/image/n02085782_2428.JPEG
223,4.736185073852539,36,/mnt/beegfs/imagenet2012/image/n02085782_2459.JPEG
224,3.4971237182617188,22,/mnt/beegfs/imagenet2012/image/n02085782_2491.JPEG
225,3.8259029388427734,31,/mnt/beegfs/imagenet2012/image/n02085782_2549.JPEG
226,5.500316619873047,63,/mnt/beegfs/imagenet2012/image/n02085782_2584.JPEG
227,5.387544631958008,41,/mnt/beegfs/imagenet2012/image/n02085782_2635.JPEG
228,3.6230087280273438,27,/mnt/beegfs/imagenet2012/image/n02085782_2640.JPEG
229,3.631591796875,18,/mnt/beegfs/imagenet2012/image/n02085782_2655.JPEG
230,4.707574844360352,55,/mnt/beegfs/imagenet2012/image/n02085782_267.JPEG
231,4.364728927612305,24,/mnt/beegfs/imagenet2012/image/n02085782_2690.JPEG
232,3.648996353149414,31,/mnt/beegfs/imagenet2012/image/n02085782_2695.JPEG
233,5.046367645263672,35,/mnt/beegfs/imagenet2012/image/n02085782_2715.JPEG
234,3.3681392669677734,16,/mnt/beegfs/imagenet2012/image/n02085782_2762.JPEG
235,3.730297088623047,19,/mnt/beegfs/imagenet2012/image/n02085782_2796.JPEG
236,4.462718963623047,57,/mnt/beegfs/imagenet2012/image/n02085782_2874.JPEG
237,3.362417221069336,17,/mnt/beegfs/imagenet2012/image/n02085782_2886.JPEG
238,3.3142566680908203,14,/mnt/beegfs/imagenet2012/image/n02085782_28.JPEG
239,6.097316741943359,59,/mnt/beegfs/imagenet2012/image/n02085782_2914.JPEG
240,2.7658939361572266,9,/mnt/beegfs/imagenet2012/image/n02085782_2922.JPEG
241,5.320549011230469,51,/mnt/beegfs/imagenet2012/image/n02085782_2939.JPEG
242,4.359006881713867,39,/mnt/beegfs/imagenet2012/image/n02085782_2978.JPEG
243,4.032373428344727,33,/mnt/beegfs/imagenet2012/image/n02085782_2.JPEG
244,2.7785301208496094,5,/mnt/beegfs/imagenet2012/image/n02085782_3019.JPEG
245,6.468296051025391,57,/mnt/beegfs/imagenet2012/image/n02085782_3021.JPEG
246,7.146596908569336,51,/mnt/beegfs/imagenet2012/image/n02085782_3030.JPEG
247,2.886533737182617,6,/mnt/beegfs/imagenet2012/image/n02085782_3031.JPEG
248,4.109859466552734,29,/mnt/beegfs/imagenet2012/image/n02085782_3052.JPEG
249,2.5780200958251953,5,/mnt/beegfs/imagenet2012/image/n02085782_3065.JPEG
250,2.5823116302490234,6,/mnt/beegfs/imagenet2012/image/n02085782_3071.JPEG
251,4.0493011474609375,24,/mnt/beegfs/imagenet2012/image/n02085782_3098.JPEG
252,3.098011016845703,7,/mnt/beegfs/imagenet2012/image/n02085782_309.JPEG
253,3.914356231689453,16,/mnt/beegfs/imagenet2012/image/n02085782_3121.JPEG
254,5.262613296508789,42,/mnt/beegfs/imagenet2012/image/n02085782_313.JPEG
255,8.372306823730469,74,/mnt/beegfs/imagenet2012/image/n02085782_3148.JPEG
256,5.553245544433594,37,/mnt/beegfs/imagenet2012/image/n02085782_3158.JPEG
257,3.443479537963867,19,/mnt/beegfs/imagenet2012/image/n02085782_3215.JPEG
258,5.458593368530273,55,/mnt/beegfs/imagenet2012/image/n02085782_3325.JPEG
259,3.6118030548095703,27,/mnt/beegfs/imagenet2012/image/n02085782_3331.JPEG
260,4.061222076416016,27,/mnt/beegfs/imagenet2012/image/n02085782_3354.JPEG
261,4.735708236694336,31,/mnt/beegfs/imagenet2012/image/n02085782_3387.JPEG
262,2.7785301208496094,7,/mnt/beegfs/imagenet2012/image/n02085782_3400.JPEG
263,2.744913101196289,7,/mnt/beegfs/imagenet2012/image/n02085782_3404.JPEG
264,2.846240997314453,8,/mnt/beegfs/imagenet2012/image/n02085782_3420.JPEG
265,4.11534309387207,14,/mnt/beegfs/imagenet2012/image/n02085782_3481.JPEG
266,3.270864486694336,14,/mnt/beegfs/imagenet2012/image/n02085782_3499.JPEG
267,4.404544830322266,18,/mnt/beegfs/imagenet2012/image/n02085782_3516.JPEG
268,5.657434463500977,42,/mnt/beegfs/imagenet2012/image/n02085782_3578.JPEG
269,4.131793975830078,26,/mnt/beegfs/imagenet2012/image/n02085782_3649.JPEG
270,4.97889518737793,31,/mnt/beegfs/imagenet2012/image/n02085782_3720.JPEG
271,3.726482391357422,21,/mnt/beegfs/imagenet2012/image/n02085782_3727.JPEG
272,4.760265350341797,33,/mnt/beegfs/imagenet2012/image/n02085782_3744.JPEG
273,5.424022674560547,56,/mnt/beegfs/imagenet2012/image/n02085782_3781.JPEG
274,3.5262107849121094,16,/mnt/beegfs/imagenet2012/image/n02085782_3810.JPEG
275,3.872394561767578,38,/mnt/beegfs/imagenet2012/image/n02085782_381.JPEG
276,4.061698913574219,29,/mnt/beegfs/imagenet2012/image/n02085782_382.JPEG
277,4.209041595458984,23,/mnt/beegfs/imagenet2012/image/n02085782_3855.JPEG
278,2.9053688049316406,10,/mnt/beegfs/imagenet2012/image/n02085782_385.JPEG
279,2.7849674224853516,7,/mnt/beegfs/imagenet2012/image/n02085782_3870.JPEG
280,4.443645477294922,35,/mnt/beegfs/imagenet2012/image/n02085782_3889.JPEG
281,2.9256343841552734,10,/mnt/beegfs/imagenet2012/image/n02085782_3896.JPEG
282,2.904653549194336,9,/mnt/beegfs/imagenet2012/image/n02085782_3899.JPEG
283,2.9146671295166016,9,/mnt/beegfs/imagenet2012/image/n02085782_38.JPEG
284,4.433631896972656,27,/mnt/beegfs/imagenet2012/image/n02085782_3966.JPEG
285,7.577657699584961,30,/mnt/beegfs/imagenet2012/image/n02085782_3979.JPEG
286,2.885580062866211,7,/mnt/beegfs/imagenet2012/image/n02085782_3990.JPEG
287,4.245519638061523,31,/mnt/beegfs/imagenet2012/image/n02085782_4042.JPEG
288,2.9540061950683594,10,/mnt/beegfs/imagenet2012/image/n02085782_4208.JPEG
289,2.6056766510009766,6,/mnt/beegfs/imagenet2012/image/n02085782_4269.JPEG
290,3.6163330078125,21,/mnt/beegfs/imagenet2012/image/n02085782_4294.JPEG
291,5.77998161315918,31,/mnt/beegfs/imagenet2012/image/n02085782_4332.JPEG
292,3.3588409423828125,25,/mnt/beegfs/imagenet2012/image/n02085782_4351.JPEG
293,2.7837753295898438,10,/mnt/beegfs/imagenet2012/image/n02085782_435.JPEG
294,5.669116973876953,30,/mnt/beegfs/imagenet2012/image/n02085782_4365.JPEG
295,3.172636032104492,12,/mnt/beegfs/imagenet2012/image/n02085782_440.JPEG
296,7.193088531494141,76,/mnt/beegfs/imagenet2012/image/n02085782_4436.JPEG
297,2.985239028930664,10,/mnt/beegfs/imagenet2012/image/n02085782_4438.JPEG
298,3.3195018768310547,20,/mnt/beegfs/imagenet2012/image/n02085782_4458.JPEG
299,5.239248275756836,34,/mnt/beegfs/imagenet2012/image/n02085782_4511.JPEG
300,2.7251243591308594,7,/mnt/beegfs/imagenet2012/image/n02085782_4564.JPEG
301,2.6388168334960938,4,/mnt/beegfs/imagenet2012/image/n02085782_4574.JPEG
302,5.162715911865234,63,/mnt/beegfs/imagenet2012/image/n02085782_4579.JPEG
303,4.311800003051758,26,/mnt/beegfs/imagenet2012/image/n02085782_4590.JPEG
304,4.060506820678711,32,/mnt/beegfs/imagenet2012/image/n02085782_4616.JPEG
305,3.942728042602539,26,/mnt/beegfs/imagenet2012/image/n02085782_4698.JPEG
306,5.320072174072266,58,/mnt/beegfs/imagenet2012/image/n02085782_4772.JPEG
307,3.05938720703125,18,/mnt/beegfs/imagenet2012/image/n02085782_4780.JPEG
308,3.4334659576416016,19,/mnt/beegfs/imagenet2012/image/n02085782_4798.JPEG
309,3.331899642944336,13,/mnt/beegfs/imagenet2012/image/n02085782_50.JPEG
310,2.7875900268554688,9,/mnt/beegfs/imagenet2012/image/n02085782_516.JPEG
311,2.573728561401367,4,/mnt/beegfs/imagenet2012/image/n02085782_518.JPEG
312,3.714323043823242,20,/mnt/beegfs/imagenet2012/image/n02085782_564.JPEG
313,10.483741760253906,71,/mnt/beegfs/imagenet2012/image/n02085782_572.JPEG
314,4.73475456237793,30,/mnt/beegfs/imagenet2012/image/n02085782_593.JPEG
315,2.5758743286132812,4,/mnt/beegfs/imagenet2012/image/n02085782_622.JPEG
316,2.674102783203125,6,/mnt/beegfs/imagenet2012/image/n02085782_626.JPEG
